instance_id,gold_pass,fix_generated,patch_len,diff_size_chars,files_modified,num_turns,total_cost_usd,elapsed_s,tool_count,tool_used,comp_ignore,comp_generate_run,comp_gen_run_iterate,comp_full_pipeline,comp_generate_only,comp_other,adversarial_review_used,revised_after_failure,submitted_despite_failure,v009_verdict,v009_confidence,generate_count,run_count,test_pass_total,test_fail_total,test_error_count,review_score_mean,review_score_max,total_actions,action_pct_edit,action_pct_search,action_pct_bash,first_edit_pct,first_edit_action,loop_count,action_entropy,parkinson_ratio,total_input_tokens,total_output_tokens,total_cache_create_tokens,total_cache_read_tokens,total_thinking_tokens,total_tokens,n_thinking_blocks,token_efficiency_ratio,cache_hit_ratio,token_budget_utilization,tokens_per_edit,thinking_to_output_ratio,context_growth_rate
mwaskom__seaborn-2848,1,1,1476,1476,1,31,0.4631539499999999,193.4,0,0,1,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,,,31,0.16129032258064516,0.3225806451612903,0.5161290322580645,0.3225806451612903,10,19,2.4892464285091584,0.3225806451612903,160,9147,56951,1147358,1798,1213616,9,0.007536980395775929,0.9454044771987186,6.06808,242723.2,0.1965671804963376,1038.7757719955448
mwaskom__seaborn-3010,1,1,433,433,1,6,0.08415915,35.5,2,1,0,1,0,0,0,0,0,0,0,1,0.91,1,1,16,0,0,,,5,0.2,0.4,0.4,0.6,3,2,2.0,0.6,15,727,32300,137620,14,170662,1,0.00425988210615134,0.8063892372057049,0.85331,170662.0,0.01925722145804677,975.6904024767798
mwaskom__seaborn-3190,0,1,577,577,1,11,0.17005229999999996,85.7,3,1,0,0,0,1,0,0,1,0,0,0,0.5,1,1,10,0,0,0.25,0.25,10,0.1,0.3,0.6,0.4,4,7,1.657742726504889,0.4,21,3504,38088,321658,466,363271,2,0.009645691508543209,0.885449155038525,1.816355,363271.0,0.1329908675799087,1064.8918621700877
pallets__flask-4045,0,1,780,780,1,22,0.2261001,82.1,3,1,0,0,0,1,0,0,1,0,1,0,0.77,1,1,0,0,1,0.73,0.73,21,0.09523809523809523,0.23809523809523808,0.6666666666666666,0.3333333333333333,7,13,2.019240704636849,0.3333333333333333,98,2546,35558,555775,14,593977,1,0.004286361256412285,0.9356843783513503,2.969885,296988.5,0.0054988216810683424,653.5248713550599
pallets__flask-4992,0,1,1868,1868,1,19,0.295767,127.1,4,1,0,0,0,1,0,0,1,1,1,0,0.52,1,2,0,0,0,0.7,0.7,18,0.1111111111111111,0.2777777777777778,0.6111111111111112,0.3333333333333333,6,9,2.460904932167797,0.3333333333333333,98,4112,59388,717804,819,781402,6,0.0052623361598767345,0.9186103951615173,3.90701,390701.0,0.19917315175097275,1677.678280542986
pallets__flask-5063,0,1,2920,2920,1,29,0.47213415000000003,198.7,3,1,0,0,0,1,0,0,1,0,1,0,0.45,1,1,0,0,1,0.38,0.38,28,0.10714285714285714,0.14285714285714285,0.75,0.35714285714285715,10,16,1.9819978191776098,0.35714285714285715,123,9104,63445,1375809,1794,1448481,12,0.006285204983703618,0.9498288206749002,7.242405,482827.0,0.19705623901581723,1173.8947567272578
psf__requests-1963,1,1,728,728,1,17,0.20141384999999995,85.4,3,1,0,0,0,1,0,0,1,0,1,1,0.89,1,1,0,0,1,0.89,0.89,16,0.125,0.3125,0.5625,0.3125,5,8,2.4225797618424916,0.3125,93,2248,40521,464253,21,507115,1,0.004432919554736106,0.9154787375644577,2.535575,253557.5,0.009341637010676156,888.7615926708953
psf__requests-2148,1,1,1206,1206,1,18,0.21389249999999996,82.2,3,1,0,0,0,1,0,0,1,0,1,0,0.42,1,1,0,0,1,0.55,0.55,17,0.17647058823529413,0.47058823529411764,0.35294117647058826,0.47058823529411764,8,12,2.4056390622295662,0.47058823529411764,32,2816,40476,520009,222,563333,2,0.004998819525928714,0.9230934456174235,2.816665,187777.66666666666,0.07883522727272728,740.6340194264573
psf__requests-2317,0,1,569,569,1,15,0.16317525,64.7,3,1,0,0,0,1,0,0,1,0,1,0,0.81,1,1,0,0,1,0.83,0.83,14,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.35714285714285715,5,9,1.8542858719872461,0.35714285714285715,88,1917,31985,334949,21,368939,1,0.0051959809074128786,0.9078709488560439,1.844695,368939.0,0.010954616588419406,709.6062114746322
psf__requests-2674,1,1,1325,1325,1,20,0.3023185500000001,120.7,3,1,0,0,0,1,0,0,1,0,1,0,0.59,1,1,0,0,1,0.58,0.58,19,0.15789473684210525,0.21052631578947367,0.631578947368421,0.3684210526315789,7,13,2.2516291673878226,0.3684210526315789,98,4953,52940,696924,991,754915,5,0.006561003556691813,0.9231820801017333,3.774575,251638.33333333334,0.20008075913587725,1439.7960385896008
psf__requests-3362,1,1,679,679,1,20,0.22454880000000005,79.7,3,1,0,0,0,1,0,0,1,0,1,0,0.45,1,1,0,0,1,0.5,0.5,19,0.10526315789473684,0.42105263157894735,0.47368421052631576,0.5263157894736842,10,8,2.57243125132212,0.5263157894736842,97,2740,41126,542183,237,586146,4,0.0046746032558441074,0.924996502577856,2.93073,293073.0,0.0864963503649635,844.8184615384613
psf__requests-863,1,1,544,544,1,13,0.14487105,65.8,3,1,0,0,0,1,0,0,1,0,1,0,0.36,1,1,0,0,1,0.36,0.36,12,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.5,6,7,2.2221915755066783,0.5,579,2651,35741,342043,493,381014,4,0.006957749584004787,0.8977176691670122,1.90507,381014.0,0.1859675594115428,730.2931788931788
pydata__xarray-3364,0,1,4779,4779,2,31,0.8467355999999996,425.2,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,,,31,0.1935483870967742,0.2903225806451613,0.5161290322580645,0.3225806451612903,10,14,2.8410849805739486,0.3225806451612903,54,23091,83763,1923671,6056,2030579,11,0.01137163341096308,0.9473509772335871,10.152895,338429.8333333333,0.2622666839894331,2172.274258219728
pydata__xarray-4094,1,1,689,689,1,28,0.38879099999999994,176.7,4,1,0,0,0,1,0,0,1,0,0,0,0.58,1,2,6,2,0,0.52,0.52,27,0.07407407407407407,0.18518518518518517,0.7407407407407407,0.2962962962962963,8,17,1.9558917782837366,0.2962962962962963,111,6862,53825,989106,1085,1049904,6,0.006535835657355339,0.9420918483975678,5.24952,524952.0,0.15811716700670359,795.3171356287796
pydata__xarray-4248,0,1,1453,1453,1,31,0.4381220999999999,178.1,5,1,0,0,0,1,0,0,1,1,0,0,0.63,1,3,11,3,0,0.35,0.35,31,0.12903225806451613,0.3225806451612903,0.5483870967741935,0.25806451612903225,8,15,2.6540969647593884,0.25806451612903225,119,7672,60339,1218003,1500,1286133,8,0.005965168454584401,0.9470272514584417,6.430665,321533.25,0.19551616266944735,924.7346492085209
pydata__xarray-4493,0,1,679,679,1,31,0.4341942,166.0,3,1,0,0,0,1,0,0,1,0,1,0,0.42,1,1,0,0,1,0.52,0.52,35,0.08571428571428572,0.3142857142857143,0.6,0.42857142857142855,15,20,2.434139329233734,0.42857142857142855,56,6409,52961,1320682,821,1380108,7,0.004643839467635866,0.9569410509902123,6.90054,460036.0,0.12810110781713216,795.2453734671125
pydata__xarray-5131,1,1,1572,1572,2,17,0.17810625,56.0,1,1,0,0,0,0,0,1,1,0,0,1,1.0,0,0,0,0,0,1.0,1.0,16,0.1875,0.3125,0.5,0.4375,7,8,2.5995812306460646,0.4375,95,2043,33774,418447,19,454359,1,0.004496444441509907,0.9209611782753285,2.271795,151453.0,0.00930004894762604,509.1375717305949
pylint-dev__pylint-5859,1,1,656,656,1,17,0.26531355,112.4,4,1,0,0,0,1,0,0,1,0,0,0,0.73,1,2,22,2,0,0.3,0.3,16,0.0625,0.1875,0.75,0.3125,5,11,1.6922718656836104,0.3125,95,3832,51903,607033,823,662863,4,0.005780983400793226,0.9157744511309275,3.314315,662863.0,0.21477035490605428,1393.7597903176074
pylint-dev__pylint-6506,0,1,2074,2074,2,24,0.37760385,120.7,4,1,0,0,0,1,0,0,1,0,0,0,0.32,1,2,12,2,0,0.35,0.35,23,0.13043478260869565,0.34782608695652173,0.5217391304347826,0.13043478260869565,3,11,2.5884652796041077,0.13043478260869565,42,4891,62526,1063973,826,1131432,7,0.004322840435837063,0.9403773271394127,5.65716,377144.0,0.16888161930075649,1124.042417284208
pylint-dev__pylint-7080,0,1,1079,1079,1,31,1.1049238499999996,469.7,0,0,1,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,,,36,0.1111111111111111,0.3055555555555556,0.5833333333333334,0.6111111111111112,22,17,2.6184214784692075,0.6111111111111112,57,30562,113638,2366731,6872,2510988,10,0.012171304681663154,0.9425497055342359,12.55494,627747.0,0.22485439434591978,2812.828787562292
pylint-dev__pylint-7114,0,1,554,554,1,31,0.5392627500000001,221.7,3,1,0,0,1,0,0,0,0,0,0,,,1,2,4,2,0,,,31,0.03225806451612903,0.12903225806451613,0.8387096774193549,0.16129032258064516,5,25,1.172253928364927,0.16129032258064516,110,10298,61789,1174527,949,1246724,3,0.008260047933624443,0.9420906311260552,6.23362,1246724.0,0.09215381627500485,929.6145454545459
pylint-dev__pylint-7228,1,1,1955,1955,1,27,0.3978707999999999,173.1,3,1,0,0,0,1,0,0,1,0,0,0,0.36,1,1,3,1,0,0.45,0.45,26,0.15384615384615385,0.15384615384615385,0.6923076923076923,0.46153846153846156,12,18,2.139721832409614,0.46153846153846156,47,5775,64649,1190876,1202,1261347,8,0.004578438764273432,0.9441303622238766,6.306735,315336.75,0.20813852813852815,992.1242132543505
pylint-dev__pylint-7993,1,1,622,622,1,16,0.29805465,159.6,6,1,0,0,0,1,0,0,1,0,0,0,0.3,2,3,32,2,0,0.3,0.3,15,0.13333333333333333,0.13333333333333333,0.7333333333333333,0.2,3,10,1.626688849701832,0.2,34,6617,56536,670249,1568,733436,6,0.00902191874955688,0.9138479703750566,3.66718,366718.0,0.236965392171679,1423.476757631823
pytest-dev__pytest-11143,1,1,557,557,1,11,0.18619814999999998,72.3,3,1,0,0,0,1,0,0,1,0,0,1,0.94,1,1,5,1,0,1.0,1.0,10,0.1,0.5,0.4,0.4,4,5,2.4193819456463714,0.4,23,2667,41189,393588,208,437467,3,0.00609645984725705,0.8996975771886794,2.187335,437467.0,0.07799025121859768,1319.1985294117644
pytest-dev__pytest-11148,1,1,2159,2159,2,31,0.5985879499999999,231.6,3,1,0,0,0,1,0,0,1,0,1,0,0.38,1,1,0,1,0,0.32,0.32,30,0.13333333333333333,0.3,0.5333333333333333,0.13333333333333333,4,12,2.6366611405892773,0.13333333333333333,56,6745,51462,1332650,1234,1390913,7,0.004849332776385008,0.9581116863527769,6.954565,347728.25,0.18295033358042995,797.9898485777633
pytest-dev__pytest-5103,1,1,5316,5316,1,31,1.0520566500000004,410.3,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,,,32,0.09375,0.21875,0.6875,0.25,8,20,2.23672031672819,0.25,125,24450,166438,2628044,4226,2819057,12,0.00867311303035022,0.9322422356128308,14.095285,939685.6666666666,0.17284253578732106,2274.046782431052
pytest-dev__pytest-5221,0,1,1174,1174,1,31,0.3433707,112.2,0,0,1,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,,,31,0.06451612903225806,0.12903225806451613,0.8064516129032258,0.3870967741935484,12,26,1.3721597626314754,0.3870967741935484,798,4260,35775,927079,397,967912,4,0.004401226557786245,0.9578133136070222,4.83956,483956.0,0.0931924882629108,633.198801198801
pytest-dev__pytest-5227,1,1,514,514,1,18,0.19241955000000002,73.1,3,1,0,0,0,1,0,0,1,0,1,0,0.62,1,1,0,0,1,0.62,0.62,17,0.058823529411764705,0.23529411764705882,0.7058823529411765,0.29411764705882354,5,10,1.9669171866886992,0.29411764705882354,92,2077,34819,433971,66,470959,2,0.004410150352790795,0.9214623778290679,2.354795,470959.0,0.03177660086663457,697.3598308668078
pytest-dev__pytest-5413,0,1,1055,1055,2,31,0.37550775,135.8,4,1,0,0,0,1,0,0,1,0,1,0,0.71,1,1,0,0,1,0.6950000000000001,0.71,31,0.06451612903225806,0.3548387096774194,0.5806451612903226,0.2903225806451613,9,17,2.298929563690935,0.2903225806451613,121,4888,50946,1167060,469,1223015,6,0.003996680335073569,0.9542483125718,6.115075,611507.5,0.09594926350245499,683.9993520299683
pytest-dev__pytest-5495,0,1,679,679,1,31,0.35509229999999997,136.4,3,1,0,0,0,1,0,0,1,0,1,0,0.25,1,1,0,0,1,0.25,0.25,31,0.03225806451612903,0.1935483870967742,0.7741935483870968,0.2903225806451613,9,22,1.641946032206046,0.2903225806451613,46,4828,38843,990867,555,1034584,7,0.004666609961105139,0.9577443687511116,5.17292,1034584.0,0.11495443247721623,701.4848344693278
pytest-dev__pytest-5692,1,1,1117,1117,1,20,0.31140569999999995,107.2,3,1,0,0,0,1,0,0,1,0,1,0,0.65,1,1,0,0,1,0.65,0.65,19,0.15789473684210525,0.21052631578947367,0.631578947368421,0.2631578947368421,5,13,2.102187170949333,0.2631578947368421,98,3449,66013,758893,323,828453,4,0.004163181254700025,0.9160362748399729,4.142265,276151.0,0.0936503334299797,1405.014812601383
pytest-dev__pytest-6116,1,1,512,512,1,31,0.34625295,128.0,3,1,0,0,0,1,0,0,1,0,1,0,0.3,1,1,0,0,1,0.3,0.3,31,0.12903225806451613,0.1935483870967742,0.6774193548387096,0.41935483870967744,13,15,2.3879695484319563,0.41935483870967744,118,5161,46642,1056702,893,1108623,8,0.00465532466853024,0.9531662251279289,5.543115,277155.75,0.17302848285216044,610.5320441429582
pytest-dev__pytest-7168,1,1,546,546,1,16,0.2743467,97.7,3,1,0,0,0,1,0,0,1,0,1,0,0.58,1,1,0,0,1,0.58,0.58,15,0.06666666666666667,0.13333333333333333,0.8,0.2,3,12,1.0892300788425848,0.2,29,3723,46504,608373,536,658629,5,0.005652651189060913,0.9236960413222011,3.293145,658629.0,0.14396991673381682,1465.1232558139538
pytest-dev__pytest-7220,0,1,906,906,1,31,0.4164408,148.3,2,1,0,1,0,0,0,0,0,0,1,,,1,1,0,0,1,,,31,0.06451612903225806,0.22580645161290322,0.7096774193548387,0.3548387096774194,11,21,1.9131060113376823,0.3548387096774194,45,5858,43899,1011444,827,1061246,7,0.005519926576872846,0.9530721434992452,5.30623,530623.0,0.14117446227381358,961.5114559125087
pytest-dev__pytest-7373,1,1,1640,1640,1,27,0.33518535000000005,109.9,3,1,0,0,0,1,0,0,1,0,1,0,0.87,1,1,0,0,1,0.87,0.87,26,0.2692307692307692,0.23076923076923078,0.5,0.11538461538461539,3,17,2.451510777487775,0.11538461538461539,43,3998,49240,913414,92,966695,3,0.0041357408489751165,0.9448833396262524,4.833475,138099.2857142857,0.02301150575287644,750.4178112151169
pytest-dev__pytest-7432,1,1,488,488,1,17,0.2935563,120.5,3,1,0,0,0,1,0,0,1,0,1,0,0.46,1,1,0,0,1,0.46,0.46,16,0.0625,0.0625,0.875,0.125,2,13,0.6998428398862386,0.125,28,5140,46144,621881,856,673193,4,0.007635254674365301,0.923778173569838,3.365965,673193.0,0.16653696498054474,1292.940487203207
pytest-dev__pytest-7490,0,1,605,605,1,31,0.52345185,130.0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,30,0.03333333333333333,0.1,0.8666666666666667,0.16666666666666666,5,25,1.063529270392822,0.16666666666666666,47,6251,62111,1404981,1083,1473390,10,0.0042425970041876215,0.9535703377924378,7.36695,1473390.0,0.17325227963525835,1079.3990220306002
pytest-dev__pytest-8365,0,1,454,454,1,27,0.37661055,112.6,3,1,0,0,0,1,0,0,1,0,1,0,0.35,1,1,0,0,1,0.35,0.35,26,0.038461538461538464,0.19230769230769232,0.7692307692307693,0.23076923076923078,6,20,1.4815101887362598,0.23076923076923078,109,4042,56235,1051665,426,1112051,6,0.003634725385796155,0.945698533610419,5.560255,1112051.0,0.10539336961900049,1039.5220015746654
pytest-dev__pytest-8906,0,1,2397,2397,3,29,0.37132155000000006,149.8,5,1,0,0,0,1,0,0,1,0,1,0,0.83,1,1,0,0,1,0.7066666666666667,0.83,28,0.17857142857142858,0.25,0.5714285714285714,0.2857142857142857,8,15,2.6969792499657945,0.2857142857142857,179,4656,59845,1140211,184,1204891,3,0.0038642499611998096,0.9463187956420954,6.024455,240978.2,0.03951890034364261,987.3423103212579
pytest-dev__pytest-9359,1,1,864,864,1,25,0.4533558,219.1,3,1,0,0,0,1,0,0,1,0,0,0,0.5,1,1,13,0,0,0.5,0.5,24,0.041666666666666664,0.20833333333333334,0.75,0.4583333333333333,11,14,1.8774487457092883,0.4583333333333333,115,10785,62255,1129277,2148,1202432,10,0.00896932217372791,0.9391608007770917,6.01216,1202432.0,0.1991655076495132,1153.0851106639843
scikit-learn__scikit-learn-10297,1,1,932,932,1,15,0.18042690000000003,81.4,3,1,0,0,0,1,0,0,1,0,1,0,0.83,1,1,0,0,1,0.83,0.83,14,0.07142857142857142,0.35714285714285715,0.5714285714285714,0.5,7,8,2.199687794731328,0.5,89,2170,36789,377887,66,416935,2,0.005204648206554979,0.9063451137467471,2.084675,416935.0,0.030414746543778803,908.4642739905895
scikit-learn__scikit-learn-10508,0,1,544,544,1,21,0.25380195,93.3,4,1,0,0,0,1,0,0,1,0,1,0,0.66,1,1,0,0,1,0.7,0.98,20,0.1,0.25,0.65,0.15,3,14,1.9948414446449676,0.15,31,3400,41544,577127,116,622102,2,0.005465341696377765,0.927704781531003,3.11051,311051.0,0.03411764705882353,765.1482540766667
scikit-learn__scikit-learn-10949,0,1,865,865,1,31,0.5598999,260.3,4,1,0,0,0,1,0,0,1,0,1,0,0.62,1,1,0,0,1,0.47,0.52,30,0.1,0.16666666666666666,0.7333333333333333,0.13333333333333333,4,21,1.7039978827968276,0.13333333333333333,119,11012,71254,1487264,1836,1569649,10,0.007015581190444488,0.9475137435184554,7.848245,523216.3333333333,0.16672720668361787,1096.6694644122706
scikit-learn__scikit-learn-11040,0,1,1400,1400,1,31,0.39129089999999994,133.0,3,1,0,0,0,1,0,0,1,0,1,0,0.7,1,1,0,0,1,0.72,0.72,31,0.16129032258064516,0.22580645161290322,0.6129032258064516,0.1935483870967742,6,20,2.2565647621309544,0.1935483870967742,110,5447,47009,972784,384,1025350,3,0.005312332374311211,0.9487336031598966,5.12675,205070.0,0.07049752157150725,762.666247436774
scikit-learn__scikit-learn-11281,1,1,1579,1579,1,27,0.3911397000000001,144.2,3,1,0,0,0,1,0,0,1,0,1,0,0.63,1,1,0,0,1,0.63,0.63,26,0.038461538461538464,0.19230769230769232,0.7692307692307693,0.23076923076923078,6,18,1.5941859576379551,0.23076923076923078,107,4348,61504,985777,668,1051736,5,0.0041341173070048,0.9372855925821689,5.25868,1051736.0,0.15363385464581417,988.3914761232198
scikit-learn__scikit-learn-12471,1,1,610,610,1,31,0.39470985,161.8,2,1,0,0,0,0,1,0,1,0,0,0,0.58,1,0,0,0,0,0.58,0.58,31,0.03225806451612903,0.12903225806451613,0.8387096774193549,0.22580645161290322,7,26,1.172253928364927,0.22580645161290322,120,4744,55464,1205205,524,1265533,5,0.0037486181711579233,0.9523299668993223,6.327665,1265533.0,0.11045531197301856,777.9521430670418
scikit-learn__scikit-learn-13142,1,1,1257,1257,1,19,0.29351535,135.9,4,1,0,0,0,1,0,0,1,1,1,0,0.78,1,2,0,0,2,0.78,0.78,18,0.05555555555555555,0.2222222222222222,0.7222222222222222,0.2777777777777778,5,12,1.731360029190912,0.2777777777777778,99,3466,59165,694369,340,757099,4,0.004578001027606694,0.9171442572239562,3.785495,757099.0,0.09809578765147144,1270.1625510204083
scikit-learn__scikit-learn-13241,1,1,752,752,1,35,0.44353784999999996,173.5,4,1,0,0,0,1,0,0,1,0,1,0,0.5,1,1,0,0,1,0.425,0.5,34,0.11764705882352941,0.23529411764705882,0.6470588235294118,0.29411764705882354,10,23,2.1409535882031476,0.29411764705882354,167,6866,57580,1247229,1105,1311842,8,0.00523386200472313,0.9507463551250837,6.55921,327960.5,0.16093795514127585,791.7603943582246
scikit-learn__scikit-learn-13439,1,1,538,538,1,12,0.1346289,62.3,3,1,0,0,0,1,0,0,1,0,1,1,1.0,1,1,0,0,1,1.0,1.0,11,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.45454545454545453,5,6,2.1609640474436813,0.45454545454545453,83,1657,29828,234787,16,266355,1,0.006221020818081132,0.8814814814814815,1.331775,266355.0,0.009656004828002414,676.1783251231526
scikit-learn__scikit-learn-13496,1,1,1417,1417,1,16,0.22645139999999997,93.3,3,1,0,0,0,1,0,0,1,0,1,1,0.92,1,1,0,0,1,0.92,0.92,15,0.13333333333333333,0.2,0.6666666666666666,0.4,6,10,2.0930692077718898,0.4,89,2740,51506,425891,61,480226,2,0.005705646924573014,0.8868553556034035,2.40113,240113.0,0.02226277372262774,1482.5696356275303
scikit-learn__scikit-learn-13497,0,1,643,643,1,13,0.1799331,64.9,3,1,0,0,0,1,0,0,1,0,1,1,0.93,1,1,0,0,1,0.93,0.93,12,0.08333333333333333,0.25,0.6666666666666666,0.4166666666666667,5,7,2.049452072789394,0.4166666666666667,87,1971,48296,355641,146,405995,2,0.004854739590389044,0.8759738420423897,2.029975,405995.0,0.07407407407407407,1421.4065699006876
scikit-learn__scikit-learn-13584,1,1,1058,1058,1,26,0.47079375,190.7,5,1,0,0,0,1,0,0,1,1,1,0,0.68,1,2,0,0,2,0.515,0.68,25,0.08,0.16,0.76,0.2,5,17,1.7516291673878226,0.2,104,9008,65539,960098,1102,1034749,5,0.008705492829662072,0.9278559341444157,5.173745,517374.5,0.12233570159857904,1546.2420100732602
scikit-learn__scikit-learn-13779,1,1,664,664,1,19,0.2713185,111.3,3,1,0,0,0,1,0,0,1,0,1,0,0.42,1,1,0,0,1,0.42,0.42,18,0.05555555555555555,0.2222222222222222,0.7222222222222222,0.3333333333333333,6,13,1.731360029190912,0.3333333333333333,95,3307,56583,601655,403,661640,4,0.004998186324889668,0.9093389154222841,3.3082,661640.0,0.12186271545207136,1322.4406752062534
scikit-learn__scikit-learn-14087,0,1,736,736,1,24,0.33450284999999996,153.0,4,1,0,0,0,1,0,0,1,1,1,0,0.24,1,2,0,0,2,0.24,0.24,23,0.043478260869565216,0.2608695652173913,0.6956521739130435,0.34782608695652173,8,15,1.8748587169101305,0.34782608695652173,106,5255,49008,811478,977,865847,7,0.006069201602592606,0.9372071509169634,4.329235,865847.0,0.18591817316841103,893.6875198307771
scikit-learn__scikit-learn-14092,1,1,1549,1549,1,31,0.4247582999999999,158.4,3,1,0,0,0,1,0,0,1,0,1,0,0.79,1,1,0,0,1,0.79,0.79,31,0.16129032258064516,0.12903225806451613,0.7096774193548387,0.22580645161290322,7,24,1.8165365037609145,0.22580645161290322,113,5201,58475,1084187,459,1147976,6,0.004530582520888939,0.9444335073207105,5.73988,229595.2,0.08825225918092675,739.0834723171569
scikit-learn__scikit-learn-14894,1,1,1085,1085,1,16,0.21579855,114.7,4,1,0,0,0,1,0,0,1,0,1,0,0.82,1,1,0,0,1,0.61,0.82,15,0.13333333333333333,0.26666666666666666,0.6,0.3333333333333333,5,10,1.9211854965885544,0.3333333333333333,92,3283,39853,471251,164,514479,3,0.006381212838619263,0.9159771341493045,2.572395,257239.5,0.049954310082241854,921.6798476622637
scikit-learn__scikit-learn-14983,0,1,719,719,1,31,0.42490965,144.7,2,1,0,1,0,0,0,0,0,0,1,,,1,1,0,0,1,,,32,0.09375,0.25,0.65625,0.28125,9,21,2.1880178972337725,0.28125,115,6277,52330,1154195,188,1212917,4,0.005175127399484053,0.9515861349127764,6.064585,404305.6666666667,0.029950613350326588,734.5381634940849
scikit-learn__scikit-learn-15512,0,1,795,795,1,20,0.37929555000000004,145.1,3,1,0,0,0,1,0,0,1,0,1,0,0.68,1,1,0,0,1,0.68,0.68,19,0.05263157894736842,0.2631578947368421,0.6842105263157895,0.2631578947368421,5,12,1.8336056789417416,0.2631578947368421,100,6727,69685,834077,1023,910589,6,0.007387526095746819,0.915975264361858,4.552945,910589.0,0.15207373271889402,1612.2559939012763
scikit-learn__scikit-learn-15535,1,1,692,692,1,31,0.3228105,104.7,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,31,0.03225806451612903,0.0967741935483871,0.8709677419354839,0.1935483870967742,6,26,1.0370104374629148,0.1935483870967742,109,4399,36068,830658,49,871234,2,0.005049160156743194,0.9534269782859713,4.35617,871234.0,0.01113889520345533,424.0238691322903
scikit-learn__scikit-learn-25500,0,1,597,597,1,20,0.26374305000000003,117.5,4,1,0,0,0,1,0,0,1,0,1,0,0.73,1,1,0,0,1,0.72,0.73,19,0.10526315789473684,0.21052631578947367,0.6842105263157895,0.2631578947368421,5,11,2.102187170949333,0.2631578947368421,100,4290,41012,602960,1010,648362,5,0.0066166740185266875,0.929974304478054,3.24181,324181.0,0.23543123543123542,932.5964705882349
scikit-learn__scikit-learn-25570,1,1,2077,2077,1,31,0.65446935,244.6,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,33,0.06060606060606061,0.42424242424242425,0.5151515151515151,0.48484848484848486,16,18,2.4086089622410274,0.48484848484848486,120,14521,69482,1491863,2975,1575986,11,0.009213914336802484,0.9466219877587745,7.87993,787993.0,0.2048756972660285,1775.0370334180188
scikit-learn__scikit-learn-25638,0,1,999,999,1,0,0,600,3,1,0,0,0,1,0,0,1,0,1,0,0.58,1,1,0,0,1,0.58,0.58,21,0.047619047619047616,0.23809523809523808,0.5714285714285714,0.19047619047619047,4,12,2.721928094887362,0.19047619047619047,104,12426,89161,1019553,2382,1121244,6,0.011082333550948767,0.9093052002953862,5.60622,1121244.0,0.19169483341380975,1927.8919422061683
scikit-learn__scikit-learn-25747,0,1,522,522,1,31,0.4960601999999999,167.9,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,31,0.06451612903225806,0.0967741935483871,0.8387096774193549,0.16129032258064516,5,24,1.3721597626314752,0.16129032258064516,116,8469,58039,1236997,1192,1303621,10,0.006496520077537873,0.9488931215437616,6.518105,651810.5,0.1407486125870823,1000.2470788704958
sphinx-doc__sphinx-10325,1,1,1199,1199,1,23,0.27194475,103.4,3,1,0,0,0,1,0,0,1,0,1,0,0.65,1,1,0,0,1,0.5,0.5,22,0.09090909090909091,0.3181818181818182,0.5909090909090909,0.36363636363636365,8,14,2.2623623773882575,0.36363636363636365,102,3798,42150,696853,308,742903,3,0.0051123767167449855,0.9380134418625312,3.714515,371451.5,0.08109531332280147,791.6165984804206
sphinx-doc__sphinx-10451,0,1,1839,1839,1,1,0.42894509999999997,144.0,3,1,0,0,0,1,0,0,1,0,0,0,0.4,1,1,6,1,0,0.45,0.45,19,0.10526315789473684,0.15789473684210525,0.7368421052631579,0.21052631578947367,4,16,1.386274093895968,0.21052631578947367,60,6630,49817,1013104,877,1069611,4,0.006198515161119323,0.947170513392252,5.348055,534805.5,0.13227752639517346,729.3422480141584
sphinx-doc__sphinx-11445,1,1,1890,1890,2,20,0.34004534999999997,151.4,3,1,0,0,0,1,0,0,1,0,1,0,0.24,1,1,0,0,1,0.28,0.28,19,0.10526315789473684,0.3157894736842105,0.5789473684210527,0.3157894736842105,6,11,2.239097917988786,0.3157894736842105,100,6645,57078,740080,1240,803903,5,0.008265922629969039,0.9206085808860024,4.019515,401951.5,0.18660647103085026,1445.681303602058
sphinx-doc__sphinx-7686,0,1,807,807,1,19,0.2565021,108.3,3,1,0,0,0,1,0,0,1,0,1,0,0.2,1,1,0,0,1,0.3,0.3,18,0.05555555555555555,0.3888888888888889,0.5555555555555556,0.4444444444444444,8,9,2.2544475789720946,0.4444444444444444,96,4673,41484,539462,819,585715,3,0.007978282953313471,0.9210315597176101,2.928575,585715.0,0.17526214423282688,1043.2513265306122
