instance_id,gold_pass,total_cost_usd,tokens_per_edit,loop_count,model_family,_n_edits,_n_reads,_n_bash,_n_errors,_n_messages,_est_tokens
barrust__pyspellchecker-54,0,0.04276,3470.8,57,qwen3-30b,11,12,31,3,115,38179
mikedh__trimesh-650,0,0.037367,6672.6,36,qwen3-30b,5,12,14,3,73,33363
encode__uvicorn-591,0,0.039838,5928.2,40,qwen3-30b,6,11,17,1,81,35570
sqlfluff__sqlfluff-4974,0,0.071171,3177.3,100,qwen3-30b,20,27,50,8,201,63545
jupyter__jupyter_core-292,0,0.074258,6630.1,68,qwen3-30b,10,12,41,1,137,66302
xonsh__xonsh-3345,1,0.051724,6597.5,51,qwen3-30b,7,9,30,5,103,46182
coverahealth__dataspec-55,1,0.053979,3707.4,62,qwen3-30b,13,13,31,7,125,48196
glotzerlab__signac-169,1,0.046859,5229.8,71,qwen3-30b,8,20,40,3,143,41838
scrapy__scrapy-5917,0,0.070459,8987.1,47,qwen3-30b,7,10,27,5,95,62910
python-pillow__Pillow-4749,1,0.057597,5713.9,49,qwen3-30b,9,11,24,2,99,51426
algorand__pyteal-655,0,0.033424,7460.8,57,qwen3-30b,4,16,32,10,115,29843
falconry__falcon-2366,0,0.06565,2344.6,100,qwen3-30b,25,21,52,17,201,58616
hidrokit__hidrokit-121,0,0.048156,4777.4,60,qwen3-30b,9,14,29,1,121,42997
mkdocs__mkdocs-3320,0,0.052071,11623.0,41,qwen3-30b,4,16,17,0,83,46492
tobymao__sqlglot-4172,0,0.062213,6943.5,95,qwen3-30b,8,21,59,1,191,55548
dpkp__kafka-python-1029,1,0.035918,3563.2,48,qwen3-30b,9,13,21,5,97,32069
omni-us__jsonargparse-527,0,0.051872,6616.4,100,qwen3-30b,7,35,54,9,201,46314
berkerpeksag__astor-175,1,0.045121,5035.9,47,qwen3-30b,8,10,22,3,95,40287
beeware__briefcase-931,0,0.08818,8748.0,80,qwen3-30b,9,22,44,5,161,78732
exo-lang__exo-236,0,0.048924,3360.2,100,qwen3-30b,13,33,51,7,201,43682
Rambatino__CHAID-88,1,0.054345,4852.2,60,qwen3-30b,10,15,30,2,121,48522
Stranger6667__postmarker-191,0,0.067027,8549.4,50,qwen3-30b,7,13,28,4,101,59846
elastic__elastic-otel-python-197,0,0.050866,2064.4,100,qwen3-30b,22,13,62,6,201,45416
astropy__photutils-1679,0,0.050315,2995.0,100,qwen3-30b,15,29,52,11,201,44924
django__asgiref-211,1,0.040102,5115.0,46,qwen3-30b,7,19,16,3,93,35805
Azure__azure-cli-3643,1,0.027088,3023.2,44,qwen3-30b,8,11,20,9,89,24186
iterative__dvc-2462,1,0.081929,7315.1,100,qwen3-30b,10,39,48,7,201,73150
tobymao__sqlglot-1083,1,0.037609,6715.9,40,qwen3-30b,5,8,23,0,81,33580
sqlfluff__sqlfluff-594,0,0.037022,3672.8,65,qwen3-30b,9,14,38,1,131,33056
nltk__nltk-2768,0,0.030677,5478.0,40,qwen3-30b,5,8,24,6,81,27390
certbot__certbot-5687,1,0.061296,4209.9,77,qwen3-30b,13,17,39,12,155,54728
repobee__repobee-sanitizer-137,0,0.056204,2509.1,89,qwen3-30b,20,25,41,7,179,50182
tox-dev__tox-2978,1,0.082897,4112.0,100,qwen3-30b,18,41,39,10,201,74015
pre-commit__pre-commit-hooks-487,1,0.040477,3614.0,43,qwen3-30b,10,10,20,8,87,36140
TDAmeritrade__stumpy-1070,0,0.030314,3383.3,48,qwen3-30b,8,10,27,0,97,27066
iterative__dvc-1492,1,0.048614,6200.8,54,qwen3-30b,7,11,32,0,109,43406
idaholab__MontePy-553,1,0.051382,3529.0,61,qwen3-30b,13,16,28,2,123,45877
reata__sqllineage-372,0,0.052416,1872.0,100,qwen3-30b,25,24,49,5,201,46800
online-judge-tools__oj-896,1,0.048719,4833.2,56,qwen3-30b,9,16,28,2,113,43499
borgbackup__borgstore-38,0,0.055301,3798.1,57,qwen3-30b,13,7,33,3,115,49376
peeringdb__django-peeringdb-39,1,0.026818,2660.6,57,qwen3-30b,9,16,27,4,115,23945
joke2k__faker-1480,1,0.064119,5204.4,60,qwen3-30b,11,13,33,3,121,57249
tobymao__sqlglot-292,1,0.047394,3022.6,100,qwen3-30b,14,27,51,6,201,42316
reagento__dishka-142,0,0.053527,7965.4,41,qwen3-30b,6,8,23,5,83,47792
wright-group__WrightTools-339,1,0.045763,6810.0,44,qwen3-30b,6,13,19,1,89,40860
algorand__pyteal-561,1,0.056286,10051.1,46,qwen3-30b,5,17,21,6,93,50256
blumx116__VotingIsAllYouNeed-55,0,0.048512,1353.6,76,qwen3-30b,32,14,26,6,153,43314
tobymao__sqlglot-1703,1,0.062264,11118.5,79,qwen3-30b,5,26,43,5,159,55593
tox-dev__tox-1960,0,0.091463,10208.0,60,qwen3-30b,8,17,32,4,121,81664
numba__numba-5213,1,0.02227,2485.5,54,qwen3-30b,8,12,30,7,109,19884
numba__numba-5361,0,0.053668,2395.9,100,qwen3-30b,20,33,44,4,201,47918
Clinical-Genomics__scout-615,0,0.055057,2137.3,100,qwen3-30b,23,32,42,3,201,49158
PyCQA__pyflakes-508,1,0.047952,7135.8,61,qwen3-30b,6,13,38,3,123,42814
awdeorio__mailmerge-95,1,0.058239,8666.5,42,qwen3-30b,6,10,20,0,85,51999
repobee__repobee-202,1,0.045208,5045.6,63,qwen3-30b,8,12,34,23,127,40364
pyupio__changelogs-232,1,0.034965,6243.8,40,qwen3-30b,5,15,18,2,81,31219
berkerpeksag__astor-121,1,0.045914,5856.3,78,qwen3-30b,7,25,43,4,157,40994
tobymao__sqlglot-2305,1,0.05278,5236.1,65,qwen3-30b,9,16,36,4,131,47125
Textualize__textual-1352,1,0.057419,7323.9,51,qwen3-30b,7,11,30,1,103,51267
PennyLaneAI__pennylane-2964,0,0.067347,4625.5,88,qwen3-30b,13,30,41,5,177,60131
googleapis__python-pubsub-692,0,0.046903,8375.6,54,qwen3-30b,5,18,29,4,109,41878
reata__sqllineage-241,0,0.066186,5372.3,71,qwen3-30b,11,18,39,2,143,59095
ianlini__flatten-dict-13,1,0.037494,3043.3,47,qwen3-30b,11,15,16,1,95,33477
keras-team__keras-nlp-1664,0,0.059374,5301.2,54,qwen3-30b,10,11,29,12,109,53012
matrix-org__sygnal-315,0,0.047669,3869.2,59,qwen3-30b,11,13,30,7,119,42562
pre-commit__pre-commit-1179,0,0.036277,5398.3,45,qwen3-30b,6,13,22,1,91,32390
ShawHahnLab__igseq-50,1,0.054125,6040.8,50,qwen3-30b,8,13,27,6,101,48326
tox-dev__tox-1983,0,0.056807,8453.4,68,qwen3-30b,6,19,38,3,137,50720
ithaka__apiron-83,0,0.050056,2031.5,76,qwen3-30b,22,21,28,2,153,44693
conan-io__conan-4172,0,0.044066,5620.6,62,qwen3-30b,7,13,39,6,125,39344
Ouranosinc__xclim-433,0,0.050667,6462.6,62,qwen3-30b,7,14,34,3,125,45238
alexander-akhmetov__python-telegram-73,0,0.058533,5806.9,50,qwen3-30b,9,15,24,0,101,52262
tox-dev__tox-uv-119,0,0.079752,2637.3,100,qwen3-30b,27,27,43,8,201,71207
django__daphne-406,0,0.055212,6162.1,48,qwen3-30b,8,16,20,8,97,49297
dask__dask-5510,1,0.029943,3341.8,66,qwen3-30b,8,19,35,0,133,26735
google__yapf-668,0,0.052044,5163.1,56,qwen3-30b,9,16,26,3,113,46468
linkedin__shiv-94,1,0.046145,8240.2,44,qwen3-30b,5,14,20,1,89,41201
scrapy__scrapy-5320,0,0.042651,7616.2,38,qwen3-30b,5,12,18,1,77,38081
encode__starlette-1715,0,0.064066,1845.2,100,qwen3-30b,31,17,49,7,201,57202
Alexei-Kornienko__schematics_to_swagger-7,1,0.023176,3448.8,38,qwen3-30b,6,10,20,0,77,20693
scikit-hep__vector-466,0,0.06763,8626.3,59,qwen3-30b,7,15,33,4,119,60384
pytorch__ignite-1312,1,0.020409,3644.4,41,qwen3-30b,5,10,22,1,83,18222
tobymao__sqlglot-444,0,0.045084,3096.4,80,qwen3-30b,13,12,50,10,161,40254
encode__starlette-701,1,0.063223,3320.5,65,qwen3-30b,17,8,37,5,131,56449
inducer__pycparserext-53,0,0.042973,4796.1,49,qwen3-30b,8,10,28,1,99,38369
pre-commit__pre-commit-hooks-175,0,0.038873,6941.6,36,qwen3-30b,5,9,17,0,73,34708
vprusso__toqito-155,0,0.051912,1404.6,100,qwen3-30b,33,15,47,2,201,46350
tox-dev__tox-2024,1,0.055412,5497.2,48,qwen3-30b,9,11,25,5,97,49475
tox-dev__tox-521,1,0.053153,2966.1,80,qwen3-30b,16,25,36,1,161,47458
scverse__scanpy-3079,0,0.050904,5050.0,57,qwen3-30b,9,21,24,4,115,45450
agronholm__anyio-732,1,0.058195,4723.7,53,qwen3-30b,11,11,28,7,107,51960
pytorch__ignite-1077,1,0.043282,6440.8,47,qwen3-30b,6,13,25,0,95,38644
cookiecutter__cookiecutter-1168,1,0.056561,5611.2,51,qwen3-30b,9,8,30,1,103,50501
Qiskit__qiskit-bot-48,1,0.05964,4437.5,54,qwen3-30b,12,15,23,1,109,53250
astanin__python-tabulate-76,1,0.063489,2099.5,99,qwen3-30b,27,12,57,3,199,56687
hynek__argon2-cffi-174,0,0.022997,10266.5,30,qwen3-30b,2,12,9,1,61,20533
tobymao__sqlglot-1394,0,0.052724,6725.0,70,qwen3-30b,7,19,41,1,141,47075
hhm970__c10-games-tracker-project-188,0,0.043511,4316.5,42,qwen3-30b,9,13,16,2,85,38849
AzureAD__microsoft-authentication-library-for-python-315,0,0.06804,6750.0,89,qwen3-30b,9,24,44,20,179,60750
Scille__umongo-191,1,0.051211,9144.8,42,qwen3-30b,5,12,22,3,85,45724
gerbenoostra__poetry-plugin-mono-repo-deps-24,0,0.118583,3781.4,95,qwen3-30b,28,14,49,5,191,105878
asottile__add-trailing-comma-85,0,0.036159,4612.1,48,qwen3-30b,7,7,29,4,97,32285
datalad__datalad-4353,0,0.047036,2210.4,71,qwen3-30b,19,12,36,4,143,41997
zopefoundation__zope.interface-198,0,0.057406,5695.0,87,qwen3-30b,9,25,48,5,175,51255
wemake-services__wemake-python-styleguide-3199,0,0.060871,1325.6,100,qwen3-30b,41,18,39,2,201,54349
ucfopen__canvasapi-406,1,0.040188,7176.4,39,qwen3-30b,5,13,16,1,79,35882
tobymao__sqlglot-4104,0,0.03061,2484.6,100,qwen3-30b,11,29,58,1,201,27331
scikit-rf__scikit-rf-1195,1,0.040912,4566.1,46,qwen3-30b,8,11,22,2,93,36528
ReproNim__reproman-488,0,0.071294,7957.0,91,qwen3-30b,8,14,54,4,183,63656
pepkit__peppy-494,1,0.047993,3895.5,73,qwen3-30b,11,15,35,2,147,42850
microsoft__pybryt-148,0,0.074131,6017.2,61,qwen3-30b,11,16,30,5,123,66189
googleapis__python-firestore-280,0,0.064025,9527.5,72,qwen3-30b,6,16,46,5,145,57165
facelessuser__pymdown-extensions-1043,1,0.072568,2945.1,97,qwen3-30b,22,22,43,3,195,64793
pypa__build-177,0,0.051316,4581.8,65,qwen3-30b,10,15,36,4,131,45818
googlemaps__google-maps-services-python-139,1,0.046413,4604.5,45,qwen3-30b,9,11,20,1,91,41440
sdv-dev__SDMetrics-598,0,0.042004,7500.6,38,qwen3-30b,5,13,16,1,77,37503
Shopify__shopify_python_api-457,1,0.044313,4396.2,52,qwen3-30b,9,17,22,5,105,39566
cpplint__cpplint-318,1,0.052271,5833.8,85,qwen3-30b,8,28,45,13,171,46671
neogeny__TatSu-309,1,0.040831,2604.0,76,qwen3-30b,14,19,39,3,153,36456
tobymao__sqlglot-4550,1,0.038084,2833.6,82,qwen3-30b,12,20,45,7,165,34003
iris-hep__func_adl-41,1,0.045178,4033.8,46,qwen3-30b,10,11,20,1,93,40338
somm15__PyViCare-313,1,0.043005,3490.7,70,qwen3-30b,11,18,37,5,141,38397
Azure__msrest-for-python-55,0,0.053364,1764.7,88,qwen3-30b,27,22,34,38,177,47646
linkml__linkml-1697,1,0.083663,4394.1,90,qwen3-30b,17,29,41,8,181,74699
sqlfluff__sqlfluff-1084,1,0.047781,4266.2,60,qwen3-30b,10,10,36,4,121,42662
frictionlessdata__goodtables-py-315,0,0.06504,5807.2,70,qwen3-30b,10,14,42,22,141,58072
geopandas__geopandas-2151,0,0.066583,3715.6,85,qwen3-30b,16,24,41,3,171,59449
NCAS-CMS__cf-python-418,0,0.072301,7172.7,71,qwen3-30b,9,18,41,9,143,64554
cldf__csvw-65,1,0.029339,5239.1,46,qwen3-30b,5,10,29,3,93,26196
iterative__datachain-387,1,0.0555,5506.0,91,qwen3-30b,9,32,45,6,183,49554
cytomining__pycytominer-246,0,0.051954,5154.2,61,qwen3-30b,9,22,25,3,123,46388
Ouranosinc__xclim-294,0,0.05808,4714.3,76,qwen3-30b,11,26,36,3,153,51857
GenericMappingTools__pygmt-574,0,0.07218,5370.5,83,qwen3-30b,12,20,48,5,167,64446
Fatal1ty__mashumaro-189,0,0.03221,4108.5,100,qwen3-30b,7,33,57,5,201,28759
conan-io__conan-3477,0,0.027985,3123.4,41,qwen3-30b,8,8,22,4,84,24987
marshmallow-code__apispec-382,1,0.056939,6354.8,50,qwen3-30b,8,11,28,1,101,50839
narwhals-dev__narwhals-254,1,0.047342,4696.6,56,qwen3-30b,9,16,28,1,113,42270
opsmill__infrahub-sdk-python-42,1,0.071406,4250.4,78,qwen3-30b,15,26,33,3,157,63755
pytorch__ignite-1880,1,0.037929,4233.2,47,qwen3-30b,8,6,28,2,95,33865
Ouranosinc__xclim-347,0,0.046001,3733.9,77,qwen3-30b,11,18,45,0,155,41073
tobymao__sqlglot-3376,1,0.047636,3866.6,100,qwen3-30b,11,27,60,4,201,42532
simpeg__simpeg-1637,1,0.066567,6603.9,69,qwen3-30b,9,23,32,2,139,59435
pvlib__pvanalytics-128,1,0.043051,2956.8,76,qwen3-30b,13,8,51,3,153,38438
tobymao__sqlglot-1340,0,0.04541,5792.1,62,qwen3-30b,7,14,35,2,125,40545
python-pillow__Pillow-5430,0,0.051238,5718.6,68,qwen3-30b,8,13,41,2,137,45748
Azure__msrestazure-for-python-121,1,0.055002,4910.9,70,qwen3-30b,10,28,28,11,141,49109
serge-sans-paille__gast-59,1,0.047788,14222.7,40,qwen3-30b,3,10,24,0,81,42668
pytorch__ignite-69,0,0.056225,3346.7,70,qwen3-30b,15,15,30,1,141,50200
iterative__dvc-1262,1,0.036417,5419.2,47,qwen3-30b,6,14,23,4,95,32515
oasis-open__cti-python-stix2-343,1,0.076507,7590.0,72,qwen3-30b,9,19,41,2,145,68310
planetlabs__planet-client-python-713,1,0.095241,5314.8,99,qwen3-30b,16,20,60,19,199,85036
python-trio__trio-1805,0,0.068866,4729.8,100,qwen3-30b,13,29,53,7,201,61488
celery__py-amqp-431,0,0.043325,7736.6,53,qwen3-30b,5,17,25,2,107,38683
dpkp__kafka-python-1769,0,0.081421,6058.1,82,qwen3-30b,12,24,41,6,165,72697
iterative__dvc-3992,1,0.051378,9174.7,48,qwen3-30b,5,16,22,1,97,45874
PyCQA__pyflakes-765,1,0.042439,3444.7,72,qwen3-30b,11,14,44,5,145,37892
iossifovlab__gpf-446,0,0.05334,3968.8,75,qwen3-30b,12,32,27,2,151,47625
ucfopen__canvasapi-421,0,0.045795,6814.8,52,qwen3-30b,6,14,28,2,105,40888
ilevkivskyi__com2ann-21,1,0.036193,3590.6,44,qwen3-30b,9,13,19,1,89,32316
tylerwince__pydbg-4,1,0.017478,1733.9,43,qwen3-30b,9,13,19,1,87,15606
ARMmbed__mbed-tools-190,1,0.038114,4861.5,61,qwen3-30b,7,18,32,0,123,34031
DataDog__dd-trace-py-1106,0,0.062228,6945.1,61,qwen3-30b,8,17,31,3,123,55561
mne-tools__mne-python-12514,0,0.05416,4029.8,100,qwen3-30b,12,25,61,4,201,48357
narwhals-dev__narwhals-1627,1,0.056963,4238.3,81,qwen3-30b,12,29,36,4,163,50860
PennyLaneAI__pennylane-5831,1,0.048183,10755.2,46,qwen3-30b,4,13,25,2,93,43021
reanahub__reana-client-647,0,0.073454,7287.1,74,qwen3-30b,9,27,34,3,149,65584
joke2k__faker-956,1,0.034377,3410.4,40,qwen3-30b,9,6,21,0,81,30694
cytomining__pycytominer-238,1,0.033188,4233.2,45,qwen3-30b,7,8,26,1,91,29632
scikit-hep__hist-278,1,0.059044,2635.9,89,qwen3-30b,20,21,44,13,179,52718
twisted__towncrier-601,0,0.05578,2263.8,70,qwen3-30b,22,14,26,3,141,49804
GenericMappingTools__pygmt-1530,0,0.046781,2784.6,73,qwen3-30b,15,12,43,3,147,41769
somm15__PyViCare-170,0,0.049226,4395.2,64,qwen3-30b,10,13,37,6,129,43952
googleapis__google-resumable-media-python-290,0,0.06888,6833.3,62,qwen3-30b,9,22,27,15,125,61500
probabl-ai__skore-549,1,0.06442,5228.9,57,qwen3-30b,11,15,27,7,115,57518
smarr__ReBench-163,1,0.088788,2477.3,100,qwen3-30b,32,24,36,8,201,79275
deepset-ai__haystack-6261,1,0.038681,8634.2,35,qwen3-30b,4,10,18,2,71,34537
psf__black-2758,1,0.052443,7804.0,59,qwen3-30b,6,15,33,3,119,46824
mahmoud__boltons-298,1,0.03726,8316.9,43,qwen3-30b,4,11,24,4,87,33268
asottile__pyupgrade-308,1,0.041687,6203.5,40,qwen3-30b,6,11,19,1,81,37221
coverahealth__dataspec-88,1,0.058806,7500.7,48,qwen3-30b,7,11,27,0,97,52505
glotzerlab__rowan-10,1,0.026621,3961.5,56,qwen3-30b,6,11,35,5,113,23769
dask__dask-10454,0,0.038737,3458.7,53,qwen3-30b,10,11,29,4,107,34587
cekit__cekit-516,0,0.065483,4497.4,68,qwen3-30b,13,14,38,7,137,58467
tox-dev__tox-2873,0,0.138893,6526.9,100,qwen3-30b,19,18,61,7,201,124011
macbre__sql-metadata-316,1,0.074813,6072.5,65,qwen3-30b,11,21,30,2,131,66798
agronholm__anyio-735,1,0.05604,3127.2,63,qwen3-30b,16,12,31,7,127,50036
sqlfluff__sqlfluff-3066,1,0.034128,2031.4,72,qwen3-30b,15,12,40,6,145,30471
mwouts__jupytext-573,0,0.068492,7644.2,83,qwen3-30b,8,24,48,8,167,61154
bids-standard__pybids-672,0,0.058603,3737.5,70,qwen3-30b,14,14,38,0,141,52324
beeware__briefcase-695,1,0.067918,6737.9,68,qwen3-30b,9,19,37,3,137,60642
microsoft__electionguard-python-654,0,0.060807,6032.5,49,qwen3-30b,9,11,26,0,99,54292
nteract__papermill-629,1,0.030167,6733.8,45,qwen3-30b,4,8,28,13,91,26935
numba__numba-5480,1,0.041029,5233.3,53,qwen3-30b,7,18,25,4,107,36633
ResearchObject__ro-crate-py-109,1,0.046385,13805.2,38,qwen3-30b,3,12,21,0,77,41416
tobymao__sqlglot-3612,0,0.045061,5029.2,70,qwen3-30b,8,13,45,3,141,40233
graphcore-research__gfloat-26,0,0.046878,6975.9,45,qwen3-30b,6,14,21,1,91,41855
marcosschroh__dataclasses-avroschema-236,1,0.066492,4947.4,64,qwen3-30b,12,11,38,2,129,59368
spdx__tools-python-520,1,0.063359,5657.1,65,qwen3-30b,10,22,30,7,131,56570
AzureAD__microsoft-authentication-library-for-python-530,0,0.068132,4055.5,79,qwen3-30b,15,19,39,4,159,60832
openlawlibrary__pygls-247,0,0.046257,6883.4,67,qwen3-30b,6,11,42,4,135,41300
horejsek__python-fastjsonschema-88,1,0.052142,7759.2,62,qwen3-30b,6,20,31,0,125,46555
fox-it__dissect.cstruct-43,0,0.057914,2154.5,85,qwen3-30b,24,17,40,13,171,51709
planetlabs__planet-client-python-167,1,0.049714,6341.0,48,qwen3-30b,7,8,28,1,97,44387
elastic__apm-agent-python-1483,0,0.064157,4091.7,100,qwen3-30b,14,31,53,4,201,57283
ecmwf__pdbufr-50,0,0.0574,5694.4,55,qwen3-30b,9,11,31,1,111,51250
Zulko__moviepy-1492,0,0.053,1752.6,100,qwen3-30b,27,40,30,4,201,47321
cloudant__python-cloudant-365,0,0.070839,3720.5,94,qwen3-30b,17,28,45,5,189,63249
Stratoscale__skipper-164,1,0.062916,8025.0,50,qwen3-30b,7,15,25,2,101,56175
encode__starlette-1220,0,0.052489,6695.0,50,qwen3-30b,7,9,30,9,101,46865
hgrecco__pint-1186,0,0.061274,4973.5,79,qwen3-30b,11,20,45,5,159,54708
python-pillow__Pillow-6186,0,0.06076,10850.0,68,qwen3-30b,5,18,38,7,137,54250
marcosschroh__dataclasses-avroschema-777,0,0.06647,5395.3,85,qwen3-30b,11,24,43,22,171,59348
hylang__hy-1955,1,0.028432,2115.5,57,qwen3-30b,12,14,27,4,115,25386
yt-dlp__yt-dlp-10531,0,0.083864,37439.4,45,qwen3-30b,2,15,25,2,91,74879
jamesoff__simplemonitor-605,0,0.060719,5421.4,63,qwen3-30b,10,19,29,5,127,54214
tobymao__sqlglot-1782,1,0.025458,4546.1,60,qwen3-30b,5,15,35,3,121,22730
datalad__datalad-4575,1,0.03096,3071.4,58,qwen3-30b,9,10,35,8,117,27642
beeware__briefcase-1373,0,0.083031,3089.0,96,qwen3-30b,24,30,37,16,193,74135
neogeny__TatSu-97,1,0.056504,5605.6,56,qwen3-30b,9,15,29,1,113,50450
Azure__WALinuxAgent-1865,0,0.069269,5622.5,62,qwen3-30b,11,11,30,1,125,61847
numpy__numpydoc-347,1,0.035828,2908.1,55,qwen3-30b,11,10,31,6,111,31989
juju__python-libjuju-375,0,0.057463,3664.7,68,qwen3-30b,14,14,35,2,137,51306
kylebgorman__wikipron-392,1,0.047646,4726.8,49,qwen3-30b,9,14,24,3,99,42542
enthought__okonomiyaki-438,1,0.041772,2868.9,65,qwen3-30b,13,24,26,12,131,37296
pberkes__big_O-44,1,0.044938,4012.3,42,qwen3-30b,10,10,19,2,85,40124
python-pillow__Pillow-6232,1,0.042788,2938.8,83,qwen3-30b,13,21,45,8,167,38204
unit8co__darts-1415,1,0.039524,5041.3,55,qwen3-30b,7,15,29,0,111,35289
conan-io__conan-3012,0,0.053098,7901.5,53,qwen3-30b,6,14,29,2,107,47409
tobymao__sqlglot-1089,1,0.026716,5963.4,73,qwen3-30b,4,17,48,3,147,23854
stfc__PSyclone-1716,0,0.071139,5293.1,60,qwen3-30b,12,12,31,3,121,63517
mkdocs__mkdocs-2290,1,0.046738,5216.3,51,qwen3-30b,8,11,29,2,103,41730
pedrokiefer__aiostomp-17,1,0.022612,4037.8,36,qwen3-30b,5,9,19,7,73,20189
PlaidWeb__Publ-354,0,0.114997,12834.5,67,qwen3-30b,8,20,34,5,135,102676
sodafoundation__delfin-479,0,0.051127,1984.8,94,qwen3-30b,23,22,42,4,189,45649
astropy__photutils-1292,1,0.036555,8159.6,49,qwen3-30b,4,14,27,1,99,32638
google__mobly-135,1,0.043542,4859.6,39,qwen3-30b,8,11,18,2,79,38877
PlasmaPy__PlasmaPy-2175,0,0.030849,5508.8,45,qwen3-30b,5,8,27,2,91,27544
r1chardj0n3s__parse-184,1,0.055628,2614.1,58,qwen3-30b,19,10,26,1,117,49668
dask__dask-5909,0,0.033976,10111.8,39,qwen3-30b,3,14,19,2,79,30336
pydicom__pydicom-2074,0,0.064877,5266.0,100,qwen3-30b,11,41,43,7,201,57926
canonical__charmcraft-1365,1,0.053095,7901.0,41,qwen3-30b,6,7,24,3,83,47406
simphony__tornado-webapi-19,1,0.035608,2270.9,77,qwen3-30b,14,19,33,8,155,31793
lincc-frameworks__nested-pandas-195,0,0.056898,3907.8,78,qwen3-30b,13,13,47,4,157,50802
StellarCN__py-stellar-base-817,0,0.064309,3827.9,100,qwen3-30b,15,22,57,8,201,57418
matrix-org__synapse-6711,1,0.057446,5129.1,59,qwen3-30b,10,15,30,6,119,51291
DataBiosphere__toil-5047,0,0.077134,5297.7,100,qwen3-30b,13,31,49,5,201,68870
conda-forge__conda-smithy-1925,0,0.040461,9031.4,44,qwen3-30b,4,11,25,2,89,36126
stfc__PSyclone-2493,1,0.039081,3877.1,47,qwen3-30b,9,8,27,4,95,34894
dwavesystems__dimod-398,1,0.071128,4885.2,74,qwen3-30b,13,17,36,1,149,63507
scrapy__scrapy-6007,1,0.047136,4676.2,44,qwen3-30b,9,9,21,1,89,42086
ethereum__web3.py-3463,0,0.042417,5410.4,47,qwen3-30b,7,11,24,3,95,37873
iterative__dvc-1273,0,0.044105,3281.6,59,qwen3-30b,12,16,24,7,119,39379
vrcmarcos__elasticmock-54,1,0.062133,5547.6,50,qwen3-30b,10,11,25,2,101,55476
TorchJD__torchjd-202,1,0.05074,6472.0,48,qwen3-30b,7,11,25,5,97,45304
fabiocaccamo__python-codicefiscale-24,1,0.043053,2023.2,60,qwen3-30b,19,16,21,8,121,38440
zulip__zulip-terminal-1237,0,0.056502,3603.5,100,qwen3-30b,14,38,41,6,201,50448
Unidata__MetPy-3056,1,0.057447,5129.2,71,qwen3-30b,10,26,32,6,143,51292
canonical__charmcraft-866,1,0.057894,3692.2,66,qwen3-30b,14,13,36,3,133,51691
hgrecco__pint-1111,1,0.049257,10994.9,46,qwen3-30b,4,14,23,1,93,43980
python-pillow__Pillow-3327,0,0.045831,2922.9,63,qwen3-30b,14,9,35,2,127,40920
DOV-Vlaanderen__pydov-320,1,0.059767,3811.7,83,qwen3-30b,14,19,46,4,167,53363
wyfo__apischema-255,0,0.057662,4680.3,81,qwen3-30b,11,23,43,3,163,51484
biolink__ontobio-699,1,0.040472,6022.6,48,qwen3-30b,6,10,29,2,97,36136
tinosulzer__PyBaMM-183,0,0.060026,1848.1,100,qwen3-30b,29,30,38,7,201,53595
serge-sans-paille__gast-59,1,0.065631,7324.9,56,qwen3-30b,8,11,27,0,113,58599
networkx__networkx-5903,1,0.042611,6340.9,39,qwen3-30b,6,11,19,0,79,38046
coddingtonbear__django-measurement-92,0,0.05914,6600.4,53,qwen3-30b,8,16,25,5,107,52804
python-pillow__Pillow-3095,0,0.039975,4461.5,62,qwen3-30b,8,13,33,1,125,35692
OpenMined__PySyft-2560,0,0.087109,4320.9,99,qwen3-30b,18,32,44,3,199,77776
tox-dev__tox-3013,0,0.053311,3173.3,73,qwen3-30b,15,20,35,9,147,47599
kjd__idna-83,1,0.035326,10513.8,34,qwen3-30b,3,9,18,13,69,31542
pypa__pip-11860,0,0.058453,4744.5,100,qwen3-30b,11,18,67,2,201,52190
dwavesystems__dwave-cloud-client-405,1,0.072247,2932.1,84,qwen3-30b,22,22,37,4,169,64506
missionpinball__mpf-1424,0,0.046661,2603.9,63,qwen3-30b,16,14,29,9,127,41662
aws__chalice-1526,1,0.039396,7034.9,53,qwen3-30b,5,17,25,3,107,35175
DCC-Lab__RayTracing-258,1,0.039437,5868.6,40,qwen3-30b,6,11,19,2,81,35212
wemake-services__wemake-python-styleguide-3117,1,0.066324,7402.2,79,qwen3-30b,8,26,42,7,159,59218
pybamm-team__PyBaMM-3177,0,0.064071,3178.1,100,qwen3-30b,18,25,46,3,201,57206
nilearn__nilearn-3823,0,0.041748,5325.0,49,qwen3-30b,7,13,26,2,99,37275
asottile__yesqa-44,1,0.030397,3877.2,38,qwen3-30b,7,9,18,3,77,27140
locustio__locust-2059,0,0.071951,6424.2,66,qwen3-30b,10,18,32,2,133,64242
cta-observatory__pyirf-240,0,0.050175,5599.9,45,qwen3-30b,8,11,21,1,91,44799
automl__SMAC3-490,0,0.028779,4282.6,43,qwen3-30b,6,11,23,1,87,25696
vyperlang__vyper-3384,1,0.076666,13690.4,42,qwen3-30b,5,12,22,1,85,68452
python-pillow__Pillow-3519,1,0.062133,4623.0,78,qwen3-30b,12,19,44,5,157,55476
zhmcclient__python-zhmcclient-286,1,0.038984,3480.8,42,qwen3-30b,10,8,20,1,85,34808
pika__pika-1041,0,0.067621,6708.5,75,qwen3-30b,9,15,48,7,151,60376
