instance_id,gold_pass,total_cost_usd,tokens_per_edit,loop_count,model_family,_n_edits,_n_reads,_n_bash,_total_tokens,_total_prompt_tokens,_total_completion_tokens
sympy__sympy-19487,0,0.0,48353.9,174,claude-haiku,22,0,32,1063786,1053738,10048
sympy__sympy-18199,0,0.0,63512.0,182,claude-haiku,14,0,24,889168,880992,8176
sympy__sympy-23191,0,0.0,71621.4,54,claude-haiku,58,0,40,4154044,4122818,31226
sympy__sympy-18532,0,0.0,68753.6,182,claude-haiku,16,0,22,1100058,1087998,12060
sympy__sympy-23262,0,0.0,95515.6,71,claude-haiku,84,0,52,8023314,7996806,26508
sympy__sympy-24102,0,0.0,55376.3,93,claude-haiku,48,0,60,2658062,2630282,27780
sympy__sympy-24213,1,0.06233,10757.8,14,claude-haiku,14,0,6,150609,145940,4669
sympy__sympy-21627,0,0.280222,41605.2,38,claude-haiku,36,0,34,1497788,1476420,21368
sympy__sympy-21612,0,0.544558,95710.4,58,claude-haiku,58,0,52,5551206,5480548,70658
pytest-dev__pytest-8906,0,0.475512,70195.7,112,claude-haiku,110,0,68,7721530,7666168,55362
sympy__sympy-22005,0,1.057088,101558.8,100,claude-haiku,76,0,58,7718466,7568982,149484
sympy__sympy-20322,0,0.472316,74184.7,158,claude-haiku,46,0,40,3412498,3372474,40024
django__django-15781,0,0.073316,28139.8,19,claude-haiku,12,0,18,337677,330281,7396
sympy__sympy-22714,1,0.068968,31339.8,18,claude-haiku,14,0,14,438757,434373,4384
django__django-15388,0,0.062374,15145.2,21,claude-haiku,8,0,22,121162,114565,6597
astropy__astropy-12907,0,1.672986,334597.0,31,gpt-4o,0,0,30,334597,0,0
astropy__astropy-14182,0,1.535745,307149.0,31,gpt-4o,0,0,30,307149,0,0
astropy__astropy-14365,0,1.541712,308342.0,30,gpt-4o,0,0,28,308342,0,0
astropy__astropy-14995,0,0.54072,108143.0,16,gpt-4o,0,0,15,108143,0,0
astropy__astropy-6938,0,0.55233,110466.0,17,gpt-4o,0,0,15,110466,0,0
astropy__astropy-7746,0,1.18899,237798.0,24,gpt-4o,0,0,22,237798,0,0
django__django-10914,0,0.218976,43795.0,13,gpt-4o,0,0,11,43795,0,0
django__django-10924,0,1.833315,366663.0,31,gpt-4o,0,0,30,366663,0,0
django__django-11001,0,1.253448,250689.0,31,gpt-4o,0,0,30,250689,0,0
django__django-11019,0,2.020629,404125.0,31,gpt-4o,0,0,30,404125,0,0
django__django-11039,1,1.303188,260637.0,31,gpt-4o,0,0,30,260637,0,0
django__django-11049,0,0.389991,77998.0,14,gpt-4o,0,0,13,77998,0,0
django__django-11099,1,0.397602,79520.0,16,gpt-4o,0,0,15,79520,0,0
django__django-11133,1,0.380814,76162.0,14,gpt-4o,0,0,12,76162,0,0
django__django-11179,0,1.155516,231103.0,31,gpt-4o,0,0,30,231103,0,0
django__django-11283,0,0.419928,83985.0,20,gpt-4o,0,0,18,83985,0,0
django__django-11422,0,1.221402,244280.0,31,gpt-4o,0,0,30,244280,0,0
django__django-11564,0,1.805391,361078.0,31,gpt-4o,0,0,30,361078,0,0
django__django-11583,1,0.093072,18614.0,5,gpt-4o,0,0,3,18614,0,0
django__django-11620,0,1.517973,303594.0,31,gpt-4o,0,0,30,303594,0,0
django__django-11630,0,1.479714,295942.0,31,gpt-4o,0,0,29,295942,0,0
django__django-11742,0,1.080009,216001.0,29,gpt-4o,0,0,27,216001,0,0
django__django-11797,0,1.858638,371727.0,31,gpt-4o,0,0,30,371727,0,0
django__django-11815,1,1.443573,288714.0,31,gpt-4o,0,0,30,288714,0,0
django__django-11848,1,1.967574,393514.0,31,gpt-4o,0,0,30,393514,0,0
django__django-11905,0,0.548751,109750.0,15,gpt-4o,0,0,14,109750,0,0
django__django-11910,0,1.815141,363028.0,31,gpt-4o,0,0,30,363028,0,0
django__django-11964,1,0.986868,197373.0,31,gpt-4o,0,0,30,197373,0,0
django__django-11999,0,0.869997,173999.0,31,gpt-4o,0,0,30,173999,0,0
django__django-12113,0,1.816764,363352.0,31,gpt-4o,0,0,30,363352,0,0
django__django-12125,0,0.896604,179320.0,21,gpt-4o,0,0,19,179320,0,0
django__django-12184,0,1.842459,368491.0,31,gpt-4o,0,0,30,368491,0,0
django__django-12284,0,1.546794,309358.0,31,gpt-4o,0,0,29,309358,0,0
django__django-12286,1,1.34991,269982.0,31,gpt-4o,0,0,30,269982,0,0
django__django-12308,0,1.630626,326125.0,31,gpt-4o,0,0,30,326125,0,0
django__django-12453,1,1.644381,328876.0,31,gpt-4o,0,0,30,328876,0,0
django__django-12470,0,1.189737,237947.0,31,gpt-4o,0,0,30,237947,0,0
django__django-12497,0,1.452504,290500.0,26,gpt-4o,0,0,25,290500,0,0
django__django-12589,0,1.521405,304280.0,31,gpt-4o,0,0,30,304280,0,0
django__django-12700,1,0.190311,38062.0,9,gpt-4o,0,0,7,38062,0,0
django__django-12708,1,1.614708,322941.0,31,gpt-4o,0,0,30,322941,0,0
django__django-12747,0,1.933305,386661.0,31,gpt-4o,0,0,30,386661,0,0
django__django-12856,0,1.370919,274183.0,25,gpt-4o,0,0,23,274183,0,0
django__django-12908,0,0.244923,48984.0,11,gpt-4o,0,0,10,48984,0,0
django__django-12915,0,1.651698,330339.0,31,gpt-4o,0,0,30,330339,0,0
django__django-12983,0,1.717692,343538.0,31,gpt-4o,0,0,30,343538,0,0
django__django-13028,0,0.616407,123281.0,31,gpt-4o,0,0,30,123281,0,0
django__django-13033,0,1.18065,236130.0,31,gpt-4o,0,0,30,236130,0,0
django__django-13158,0,1.180734,236146.0,28,gpt-4o,0,0,27,236146,0,0
django__django-13220,0,1.999326,399865.0,31,gpt-4o,0,0,30,399865,0,0
django__django-13230,1,0.920901,184180.0,24,gpt-4o,0,0,23,184180,0,0
django__django-13265,0,1.26711,253421.0,31,gpt-4o,0,0,30,253421,0,0
django__django-13315,1,1.832832,366566.0,31,gpt-4o,0,0,29,366566,0,0
django__django-13321,0,0.11601,23202.0,6,gpt-4o,0,0,4,23202,0,0
django__django-13401,0,1.338084,267616.0,28,gpt-4o,0,0,26,267616,0,0
django__django-13447,1,1.505721,301144.0,31,gpt-4o,0,0,30,301144,0,0
django__django-13448,0,1.336791,267358.0,31,gpt-4o,0,0,30,267358,0,0
django__django-13551,0,0.968064,193612.0,25,gpt-4o,0,0,23,193612,0,0
django__django-13590,0,1.696851,339370.0,31,gpt-4o,0,0,30,339370,0,0
django__django-13658,1,1.56444,312888.0,31,gpt-4o,0,0,30,312888,0,0
django__django-13660,0,0.187932,37586.0,9,gpt-4o,0,0,7,37586,0,0
django__django-13710,0,2.057955,411591.0,31,gpt-4o,0,0,30,411591,0,0
django__django-13757,0,1.293945,258789.0,31,gpt-4o,0,0,30,258789,0,0
django__django-13768,0,1.218492,243698.0,31,gpt-4o,0,0,30,243698,0,0
django__django-13925,0,0.465432,93086.0,17,gpt-4o,0,0,15,93086,0,0
django__django-13933,1,1.708641,341728.0,31,gpt-4o,0,0,30,341728,0,0
django__django-13964,0,1.474374,294874.0,31,gpt-4o,0,0,30,294874,0,0
django__django-14016,0,0.494364,98872.0,14,gpt-4o,0,0,12,98872,0,0
django__django-14017,0,1.109004,221800.0,31,gpt-4o,0,0,30,221800,0,0
django__django-14155,0,1.571802,314360.0,31,gpt-4o,0,0,30,314360,0,0
django__django-14238,1,1.744038,348807.0,30,gpt-4o,0,0,28,348807,0,0
django__django-14382,1,1.725198,345039.0,31,gpt-4o,0,0,30,345039,0,0
django__django-14411,0,0.12678,25356.0,8,gpt-4o,0,0,6,25356,0,0
django__django-14534,0,1.386216,277243.0,31,gpt-4o,0,0,30,277243,0,0
django__django-14580,0,1.933143,386628.0,31,gpt-4o,0,0,30,386628,0,0
django__django-14608,1,2.124642,424928.0,31,gpt-4o,0,0,30,424928,0,0
django__django-14667,0,1.430244,286048.0,31,gpt-4o,0,0,30,286048,0,0
django__django-14672,0,1.357764,271552.0,31,gpt-4o,0,0,30,271552,0,0
django__django-14730,0,1.631475,326295.0,31,gpt-4o,0,0,30,326295,0,0
django__django-14752,1,1.452687,290537.0,31,gpt-4o,0,0,30,290537,0,0
django__django-14787,1,0.387882,77576.0,13,gpt-4o,0,0,11,77576,0,0
django__django-14855,1,1.398834,279766.0,25,gpt-4o,0,0,24,279766,0,0
django__django-14915,0,2.323254,464650.0,31,gpt-4o,0,0,30,464650,0,0
django__django-14997,0,1.482909,296581.0,31,gpt-4o,0,0,30,296581,0,0
django__django-14999,1,1.528059,305611.0,31,gpt-4o,0,0,30,305611,0,0
django__django-15061,1,1.244193,248838.0,31,gpt-4o,0,0,30,248838,0,0
django__django-15202,0,0.153216,30643.0,8,gpt-4o,0,0,7,30643,0,0
django__django-15213,0,1.721514,344302.0,31,gpt-4o,0,0,30,344302,0,0
django__django-15252,0,1.265601,253120.0,31,gpt-4o,0,0,30,253120,0,0
django__django-15320,0,1.630212,326042.0,31,gpt-4o,0,0,30,326042,0,0
django__django-15347,1,0.403479,80695.0,17,gpt-4o,0,0,15,80695,0,0
django__django-15388,0,1.041228,208245.0,31,gpt-4o,0,0,29,208245,0,0
django__django-15400,0,0.293937,58787.0,12,gpt-4o,0,0,10,58787,0,0
django__django-15498,0,1.001463,200292.0,24,gpt-4o,0,0,22,200292,0,0
django__django-15695,0,1.71405,342810.0,31,gpt-4o,0,0,30,342810,0,0
django__django-15738,0,2.58393,516785.0,31,gpt-4o,0,0,30,516785,0,0
django__django-15781,0,0.841602,168320.0,23,gpt-4o,0,0,21,168320,0,0
django__django-15789,0,1.480935,296187.0,31,gpt-4o,0,0,30,296187,0,0
django__django-15790,1,0.507366,101473.0,17,gpt-4o,0,0,15,101473,0,0
django__django-16816,0,1.746645,349329.0,31,gpt-4o,0,0,30,349329,0,0
django__django-15851,1,1.385445,277089.0,31,gpt-4o,0,0,30,277089,0,0
django__django-16046,1,1.459935,291987.0,31,gpt-4o,0,0,30,291987,0,0
django__django-16041,1,1.890681,378136.0,31,gpt-4o,0,0,30,378136,0,0
django__django-16595,0,1.428558,285711.0,31,gpt-4o,0,0,30,285711,0,0
django__django-15996,0,1.452657,290531.0,30,gpt-4o,0,0,29,290531,0,0
django__django-15902,0,1.493946,298789.0,31,gpt-4o,0,0,30,298789,0,0
django__django-16255,1,0.559218,111843.0,17,gpt-4o,0,0,15,111843,0,0
django__django-16527,1,1.852023,370404.0,31,gpt-4o,0,0,30,370404,0,0
django__django-15819,0,1.458612,291722.0,31,gpt-4o,0,0,30,291722,0,0
django__django-15814,1,1.518873,303774.0,31,gpt-4o,0,0,30,303774,0,0
django__django-16820,0,1.708758,341751.0,28,gpt-4o,0,0,27,341751,0,0
django__django-16910,0,1.8351,367020.0,31,gpt-4o,0,0,30,367020,0,0
django__django-17051,1,1.503747,300749.0,31,gpt-4o,0,0,30,300749,0,0
django__django-16400,0,1.301937,260387.0,31,gpt-4o,0,0,30,260387,0,0
django__django-16229,0,1.183065,236613.0,31,gpt-4o,0,0,30,236613,0,0
matplotlib__matplotlib-22711,0,1.046472,209294.0,26,gpt-4o,0,0,25,209294,0,0
django__django-16408,0,1.225929,245185.0,31,gpt-4o,0,0,30,245185,0,0
matplotlib__matplotlib-22835,0,0.915264,183052.0,22,gpt-4o,0,0,20,183052,0,0
django__django-16873,1,1.453974,290794.0,29,gpt-4o,0,0,27,290794,0,0
matplotlib__matplotlib-23299,0,1.740447,348089.0,31,gpt-4o,0,0,30,348089,0,0
matplotlib__matplotlib-23562,1,1.798455,359691.0,31,gpt-4o,0,0,30,359691,0,0
matplotlib__matplotlib-24149,0,1.541559,308311.0,31,gpt-4o,0,0,30,308311,0,0
django__django-16379,1,0.313221,62644.0,13,gpt-4o,0,0,11,62644,0,0
matplotlib__matplotlib-23314,0,1.570563,314112.0,31,gpt-4o,0,0,30,314112,0,0
matplotlib__matplotlib-23987,0,2.058204,411640.0,31,gpt-4o,0,0,30,411640,0,0
matplotlib__matplotlib-24265,0,0.321219,64243.0,14,gpt-4o,0,0,12,64243,0,0
matplotlib__matplotlib-18869,0,1.313718,262743.0,31,gpt-4o,0,0,30,262743,0,0
django__django-17087,0,1.378113,275622.0,31,gpt-4o,0,0,29,275622,0,0
matplotlib__matplotlib-23476,0,0.358905,71781.0,11,gpt-4o,0,0,9,71781,0,0
matplotlib__matplotlib-23913,0,1.609374,321874.0,31,gpt-4o,0,0,30,321874,0,0
matplotlib__matplotlib-24970,0,0.334077,66815.0,10,gpt-4o,0,0,8,66815,0,0
matplotlib__matplotlib-24334,0,1.793391,358678.0,31,gpt-4o,0,0,30,358678,0,0
matplotlib__matplotlib-25079,0,1.935513,387102.0,31,gpt-4o,0,0,30,387102,0,0
matplotlib__matplotlib-25442,0,0.432291,86458.0,14,gpt-4o,0,0,12,86458,0,0
matplotlib__matplotlib-25433,0,0.400083,80016.0,19,gpt-4o,0,0,17,80016,0,0
matplotlib__matplotlib-25498,0,0.134916,26983.0,8,gpt-4o,0,0,6,26983,0,0
matplotlib__matplotlib-23563,0,0.324234,64846.0,14,gpt-4o,0,0,12,64846,0,0
matplotlib__matplotlib-26020,1,2.036457,407291.0,31,gpt-4o,0,0,30,407291,0,0
pallets__flask-4045,0,0.307068,61413.0,10,gpt-4o,0,0,9,61413,0,0
pallets__flask-4992,0,1.577277,315455.0,31,gpt-4o,0,0,30,315455,0,0
mwaskom__seaborn-3407,0,0.616521,123304.0,19,gpt-4o,0,0,17,123304,0,0
matplotlib__matplotlib-25311,0,0.333081,66616.0,14,gpt-4o,0,0,10,66616,0,0
mwaskom__seaborn-2848,0,0.537501,107500.0,15,gpt-4o,0,0,13,107500,0,0
pallets__flask-5063,0,1.18482,236964.0,26,gpt-4o,0,0,24,236964,0,0
psf__requests-1963,0,1.409838,281967.0,31,gpt-4o,0,0,30,281967,0,0
psf__requests-2674,0,2.008863,401772.0,31,gpt-4o,0,0,30,401772,0,0
matplotlib__matplotlib-25332,0,1.732236,346447.0,31,gpt-4o,0,0,30,346447,0,0
mwaskom__seaborn-3190,0,0.488781,97756.0,17,gpt-4o,0,0,15,97756,0,0
psf__requests-3362,1,0.723165,144632.0,21,gpt-4o,0,0,19,144632,0,0
pydata__xarray-4493,0,0.489876,97975.0,16,gpt-4o,0,0,15,97975,0,0
psf__requests-2148,0,0.701505,140301.0,19,gpt-4o,0,0,18,140301,0,0
psf__requests-863,1,0.395118,79023.0,15,gpt-4o,0,0,13,79023,0,0
pydata__xarray-4094,0,2.006877,401375.0,31,gpt-4o,0,0,30,401375,0,0
mwaskom__seaborn-3010,1,2.114052,422810.0,31,gpt-4o,0,0,30,422810,0,0
pydata__xarray-4248,0,1.544517,308903.0,31,gpt-4o,0,0,30,308903,0,0
psf__requests-2317,1,0.246519,49303.0,12,gpt-4o,0,0,10,49303,0,0
pylint-dev__pylint-7080,0,2.144274,428854.0,31,gpt-4o,0,0,30,428854,0,0
pylint-dev__pylint-5859,0,1.400586,280117.0,31,gpt-4o,0,0,30,280117,0,0
pydata__xarray-3364,0,1.947525,389505.0,31,gpt-4o,0,0,30,389505,0,0
pylint-dev__pylint-7114,0,1.797768,359553.0,31,gpt-4o,0,0,30,359553,0,0
pydata__xarray-5131,1,0.44259,88518.0,17,gpt-4o,0,0,15,88518,0,0
pytest-dev__pytest-11148,0,0.681861,136372.0,23,gpt-4o,0,0,21,136372,0,0
pytest-dev__pytest-5221,0,0.857496,171499.0,20,gpt-4o,0,0,18,171499,0,0
pylint-dev__pylint-7228,0,2.090742,418148.0,31,gpt-4o,0,0,30,418148,0,0
pylint-dev__pylint-7993,0,1.415808,283161.0,31,gpt-4o,0,0,30,283161,0,0
pytest-dev__pytest-5495,0,1.712439,342487.0,31,gpt-4o,0,0,30,342487,0,0
pytest-dev__pytest-11143,1,0.355845,71169.0,12,gpt-4o,0,0,10,71169,0,0
pytest-dev__pytest-5692,0,1.968822,393764.0,31,gpt-4o,0,0,30,393764,0,0
pytest-dev__pytest-7220,0,1.152555,230511.0,31,gpt-4o,0,0,30,230511,0,0
pytest-dev__pytest-6116,0,1.424049,284809.0,31,gpt-4o,0,0,30,284809,0,0
pytest-dev__pytest-5413,0,1.853679,370735.0,31,gpt-4o,0,0,30,370735,0,0
pylint-dev__pylint-6506,0,0.657075,131415.0,19,gpt-4o,0,0,17,131415,0,0
pytest-dev__pytest-7373,0,0.441339,88267.0,14,gpt-4o,0,0,13,88267,0,0
pytest-dev__pytest-5103,0,2.057385,411477.0,31,gpt-4o,0,0,30,411477,0,0
pytest-dev__pytest-5227,1,0.684546,136909.0,18,gpt-4o,0,0,16,136909,0,0
pytest-dev__pytest-7490,0,2.262339,452467.0,31,gpt-4o,0,0,30,452467,0,0
pytest-dev__pytest-8906,0,0.235473,47094.0,10,gpt-4o,0,0,8,47094,0,0
pytest-dev__pytest-7432,1,0.903543,180708.0,24,gpt-4o,0,0,23,180708,0,0
pytest-dev__pytest-7168,0,2.34483,468966.0,31,gpt-4o,0,0,30,468966,0,0
scikit-learn__scikit-learn-10949,0,0.378882,75776.0,13,gpt-4o,0,0,11,75776,0,0
scikit-learn__scikit-learn-10297,1,1.793787,358757.0,31,gpt-4o,0,0,30,358757,0,0
pytest-dev__pytest-8365,0,0.25677,51354.0,9,gpt-4o,0,0,8,51354,0,0
scikit-learn__scikit-learn-11040,0,1.444305,288861.0,31,gpt-4o,0,0,30,288861,0,0
scikit-learn__scikit-learn-10508,0,0.187998,37599.0,9,gpt-4o,0,0,7,37599,0,0
scikit-learn__scikit-learn-13241,0,0.259518,51903.0,11,gpt-4o,0,0,9,51903,0,0
scikit-learn__scikit-learn-12471,0,0.947028,189405.0,22,gpt-4o,0,0,21,189405,0,0
scikit-learn__scikit-learn-13497,0,0.438477,87695.0,14,gpt-4o,0,0,12,87695,0,0
scikit-learn__scikit-learn-13779,0,0.60492,120984.0,17,gpt-4o,0,0,16,120984,0,0
scikit-learn__scikit-learn-11281,0,0.510591,102118.0,14,gpt-4o,0,0,13,102118,0,0
scikit-learn__scikit-learn-13439,1,0.185715,37142.0,9,gpt-4o,0,0,7,37142,0,0
scikit-learn__scikit-learn-14087,1,1.70325,340650.0,31,gpt-4o,0,0,30,340650,0,0
scikit-learn__scikit-learn-13584,0,1.635228,327045.0,30,gpt-4o,0,0,29,327045,0,0
scikit-learn__scikit-learn-13142,0,1.770876,354175.0,31,gpt-4o,0,0,30,354175,0,0
scikit-learn__scikit-learn-14092,1,0.448125,89625.0,14,gpt-4o,0,0,12,89625,0,0
scikit-learn__scikit-learn-13496,0,1.825815,365163.0,31,gpt-4o,0,0,30,365163,0,0
scikit-learn__scikit-learn-14983,0,1.007175,201434.0,22,gpt-4o,0,0,20,201434,0,0
scikit-learn__scikit-learn-15512,0,0.996948,199389.0,24,gpt-4o,0,0,22,199389,0,0
scikit-learn__scikit-learn-14894,0,0.946866,189373.0,23,gpt-4o,0,0,22,189373,0,0
scikit-learn__scikit-learn-15535,1,0.709509,141901.0,19,gpt-4o,0,0,17,141901,0,0
scikit-learn__scikit-learn-25500,0,0.625632,125126.0,17,gpt-4o,0,0,15,125126,0,0
scikit-learn__scikit-learn-25638,0,0.323889,64777.0,13,gpt-4o,0,0,11,64777,0,0
scikit-learn__scikit-learn-25570,0,1.000461,200092.0,21,gpt-4o,0,0,20,200092,0,0
sphinx-doc__sphinx-10325,0,0.752472,150494.0,19,gpt-4o,0,0,17,150494,0,0
sphinx-doc__sphinx-11445,0,1.491624,298324.0,31,gpt-4o,0,0,30,298324,0,0
scikit-learn__scikit-learn-25747,0,0.653505,130701.0,20,gpt-4o,0,0,18,130701,0,0
sphinx-doc__sphinx-7686,0,2.106402,421280.0,31,gpt-4o,0,0,30,421280,0,0
sphinx-doc__sphinx-8273,0,2.304471,460894.0,31,gpt-4o,0,0,30,460894,0,0
sphinx-doc__sphinx-10451,0,1.315923,263184.0,21,gpt-4o,0,0,20,263184,0,0
sphinx-doc__sphinx-8282,0,1.583145,316629.0,29,gpt-4o,0,0,28,316629,0,0
sphinx-doc__sphinx-7975,0,1.701381,340276.0,31,gpt-4o,0,0,30,340276,0,0
sphinx-doc__sphinx-8627,0,1.179147,235829.0,31,gpt-4o,0,0,29,235829,0,0
sphinx-doc__sphinx-8713,1,1.66212,332424.0,31,gpt-4o,0,0,30,332424,0,0
sphinx-doc__sphinx-8435,0,2.142474,428494.0,31,gpt-4o,0,0,30,428494,0,0
sphinx-doc__sphinx-8801,0,1.791294,358258.0,31,gpt-4o,0,0,30,358258,0,0
sphinx-doc__sphinx-8595,1,1.35,270000.0,27,gpt-4o,0,0,25,270000,0,0
sphinx-doc__sphinx-8721,1,1.989204,397840.0,30,gpt-4o,0,0,29,397840,0,0
sympy__sympy-12171,0,0.644862,128972.0,18,gpt-4o,0,0,16,128972,0,0
sympy__sympy-11400,0,1.604604,320920.0,31,gpt-4o,0,0,30,320920,0,0
sphinx-doc__sphinx-7738,0,1.495647,299129.0,31,gpt-4o,0,0,30,299129,0,0
sphinx-doc__sphinx-8474,0,0.24039,48077.0,9,gpt-4o,0,0,7,48077,0,0
sphinx-doc__sphinx-8506,0,0.728634,145726.0,19,gpt-4o,0,0,17,145726,0,0
sympy__sympy-13437,0,0.638157,127631.0,17,gpt-4o,0,0,15,127631,0,0
sympy__sympy-12419,0,1.485732,297146.0,31,gpt-4o,0,0,30,297146,0,0
pytest-dev__pytest-9359,0,1.69653,339306.0,31,gpt-4o,0,0,30,339306,0,0
sympy__sympy-11897,0,2.058594,411718.0,31,gpt-4o,0,0,30,411718,0,0
sympy__sympy-12454,0,1.4283,285659.0,29,gpt-4o,0,0,28,285659,0,0
sympy__sympy-13177,0,0.698217,139643.0,16,gpt-4o,0,0,14,139643,0,0
sympy__sympy-13146,0,0.42411,84822.0,20,gpt-4o,0,0,18,84822,0,0
sympy__sympy-11870,0,0.772839,154567.0,19,gpt-4o,0,0,18,154567,0,0
sympy__sympy-13031,0,0.332259,66451.0,13,gpt-4o,0,0,11,66451,0,0
sympy__sympy-12236,0,1.518399,303679.0,31,gpt-4o,0,0,30,303679,0,0
sympy__sympy-12481,0,1.063875,212775.0,23,gpt-4o,0,0,22,212775,0,0
sympy__sympy-13471,0,0.303783,60756.0,12,gpt-4o,0,0,10,60756,0,0
sympy__sympy-13480,0,0.268077,53615.0,12,gpt-4o,0,0,11,53615,0,0
matplotlib__matplotlib-26011,0,1.576818,315363.0,31,gpt-4o,0,0,30,315363,0,0
sympy__sympy-13043,0,2.285379,457075.0,31,gpt-4o,0,0,30,457075,0,0
sympy__sympy-13895,0,1.666365,333273.0,31,gpt-4o,0,0,30,333273,0,0
sympy__sympy-13647,0,1.414521,282904.0,31,gpt-4o,0,0,30,282904,0,0
sympy__sympy-14396,1,1.040457,208091.0,23,gpt-4o,0,0,21,208091,0,0
sympy__sympy-13971,0,1.651539,330307.0,31,gpt-4o,0,0,30,330307,0,0
sympy__sympy-13773,0,1.586721,317344.0,31,gpt-4o,0,0,30,317344,0,0
matplotlib__matplotlib-23964,1,1.667793,333558.0,31,gpt-4o,0,0,30,333558,0,0
sympy__sympy-15308,0,2.071887,414377.0,31,gpt-4o,0,0,29,414377,0,0
sympy__sympy-14317,0,1.975308,395061.0,31,gpt-4o,0,0,30,395061,0,0
sympy__sympy-13915,0,1.664376,332875.0,31,gpt-4o,0,0,30,332875,0,0
django__django-16139,0,1.549539,309907.0,31,gpt-4o,0,0,30,309907,0,0
sympy__sympy-14774,1,0.426537,85307.0,16,gpt-4o,0,0,15,85307,0,0
sympy__sympy-14308,0,1.141623,228324.0,23,gpt-4o,0,0,21,228324,0,0
sympy__sympy-14024,0,0.873339,174667.0,21,gpt-4o,0,0,20,174667,0,0
sympy__sympy-15609,0,0.362169,72433.0,12,gpt-4o,0,0,10,72433,0,0
sympy__sympy-14817,0,1.320636,264127.0,26,gpt-4o,0,0,24,264127,0,0
sympy__sympy-15345,0,1.3035,260700.0,31,gpt-4o,0,0,30,260700,0,0
sympy__sympy-16106,0,0.327057,65411.0,13,gpt-4o,0,0,11,65411,0,0
sympy__sympy-15678,1,0.932829,186565.0,23,gpt-4o,0,0,21,186565,0,0
sympy__sympy-16792,0,2.095383,419076.0,31,gpt-4o,0,0,30,419076,0,0
sympy__sympy-15346,0,2.226942,445388.0,31,gpt-4o,0,0,30,445388,0,0
sympy__sympy-15011,0,1.616457,323291.0,31,gpt-4o,0,0,30,323291,0,0
sympy__sympy-17655,0,0.265557,53111.0,11,gpt-4o,0,0,9,53111,0,0
sympy__sympy-16988,0,1.357656,271531.0,31,gpt-4o,0,0,30,271531,0,0
sympy__sympy-16281,0,1.980195,396039.0,31,gpt-4o,0,0,30,396039,0,0
sympy__sympy-17630,0,0.78312,156624.0,19,gpt-4o,0,0,17,156624,0,0
sympy__sympy-18189,0,1.810515,362103.0,31,gpt-4o,0,0,30,362103,0,0
sympy__sympy-17022,0,1.850202,370040.0,31,gpt-4o,0,0,30,370040,0,0
sympy__sympy-18199,0,0.452808,90561.0,15,gpt-4o,0,0,13,90561,0,0
sympy__sympy-18087,0,1.647546,329509.0,31,gpt-4o,0,0,30,329509,0,0
sympy__sympy-16503,0,1.601079,320215.0,32,gpt-4o,0,0,29,320215,0,0
sympy__sympy-18532,1,0.564924,112984.0,17,gpt-4o,0,0,15,112984,0,0
sympy__sympy-18057,0,1.743693,348738.0,31,gpt-4o,0,0,30,348738,0,0
sympy__sympy-19487,0,0.674679,134935.0,19,gpt-4o,0,0,17,134935,0,0
sympy__sympy-19007,0,0.46395,92790.0,15,gpt-4o,0,0,13,92790,0,0
sympy__sympy-18621,0,1.51641,303282.0,31,gpt-4o,0,0,30,303282,0,0
sympy__sympy-18698,0,1.787766,357553.0,31,gpt-4o,0,0,30,357553,0,0
sympy__sympy-18835,0,1.540971,308194.0,29,gpt-4o,0,0,27,308194,0,0
sympy__sympy-19254,0,1.992855,398571.0,31,gpt-4o,0,0,30,398571,0,0
sympy__sympy-20049,0,1.344678,268935.0,31,gpt-4o,0,0,30,268935,0,0
sympy__sympy-20212,0,0.278301,55660.0,11,gpt-4o,0,0,10,55660,0,0
sympy__sympy-20590,0,1.697283,339456.0,31,gpt-4o,0,0,30,339456,0,0
sympy__sympy-17139,0,0.334086,66817.0,12,gpt-4o,0,0,10,66817,0,0
sympy__sympy-20442,0,1.541307,308261.0,31,gpt-4o,0,0,30,308261,0,0
sympy__sympy-21171,0,1.875426,375085.0,28,gpt-4o,0,0,27,375085,0,0
sympy__sympy-21627,0,1.22001,244002.0,31,gpt-4o,0,0,30,244002,0,0
sympy__sympy-21614,0,1.95714,391428.0,31,gpt-4o,0,0,30,391428,0,0
sympy__sympy-22714,1,0.902124,180424.0,22,gpt-4o,0,0,20,180424,0,0
sympy__sympy-21379,0,2.087367,417473.0,31,gpt-4o,0,0,30,417473,0,0
sympy__sympy-23117,1,0.267393,53478.0,11,gpt-4o,0,0,9,53478,0,0
sympy__sympy-22840,0,1.920777,384155.0,31,gpt-4o,0,0,30,384155,0,0
sympy__sympy-23191,0,1.733412,346682.0,31,gpt-4o,0,0,30,346682,0,0
sympy__sympy-24152,1,0.317505,63501.0,12,gpt-4o,0,0,10,63501,0,0
sympy__sympy-24102,0,0.546519,109303.0,17,gpt-4o,0,0,15,109303,0,0
sympy__sympy-24213,0,0.502959,100591.0,17,gpt-4o,0,0,16,100591,0,0
sympy__sympy-24066,1,0.843426,168685.0,23,gpt-4o,0,0,21,168685,0,0
sympy__sympy-23262,0,1.386405,277281.0,31,gpt-4o,0,0,30,277281,0,0
sympy__sympy-22005,0,0.436005,87201.0,15,gpt-4o,0,0,13,87201,0,0
sympy__sympy-21055,1,0.496047,99209.0,16,gpt-4o,0,0,14,99209,0,0
sympy__sympy-20639,0,0.303762,60752.0,10,gpt-4o,0,0,9,60752,0,0
